"subject" "activity" "variable" "mean"
"2183" 7 "walking" "tBodyGyroStdY" 23
"2184" 7 "walking" "tBodyGyroStdZ" 24
"2185" 7 "walking" "tBodyGyroJerkMeanX" 25
"2186" 7 "walking" "tBodyGyroJerkMeanY" 26
"2187" 7 "walking" "tBodyGyroJerkMeanZ" 27
"2188" 7 "walking" "tBodyGyroJerkStdX" 28
"2189" 7 "walking" "tBodyGyroJerkStdY" 29
"2190" 7 "walking" "tBodyGyroJerkStdZ" 30
"2191" 7 "walking" "tBodyAccMagMean" 31
"2192" 7 "walking" "tBodyAccMagStd" 32
"2193" 7 "walking" "tGravityAccMagMean" 33
"2194" 7 "walking" "tGravityAccMagStd" 34
"2195" 7 "walking" "tBodyAccJerkMagMean" 35
"2196" 7 "walking" "tBodyAccJerkMagStd" 36
"2197" 7 "walking" "tBodyGyroMagMean" 37
"2198" 7 "walking" "tBodyGyroMagStd" 38
"2199" 7 "walking" "tBodyGyroJerkMagMean" 39
"2200" 7 "walking" "tBodyGyroJerkMagStd" 40
"2201" 7 "walking" "fBodyAccMeanX" 41
"2202" 7 "walking" "fBodyAccMeanY" 42
"2203" 7 "walking" "fBodyAccMeanZ" 43
"2204" 7 "walking" "fBodyAccStdX" 44
"2205" 7 "walking" "fBodyAccStdY" 45
"2206" 7 "walking" "fBodyAccStdZ" 46
"2207" 7 "walking" "fBodyAccJerkMeanX" 47
"2208" 7 "walking" "fBodyAccJerkMeanY" 48
"2209" 7 "walking" "fBodyAccJerkMeanZ" 49
"2210" 7 "walking" "fBodyAccJerkStdX" 50
"2211" 7 "walking" "fBodyAccJerkStdY" 51
"2212" 7 "walking" "fBodyAccJerkStdZ" 52
"2213" 7 "walking" "fBodyGyroMeanX" 53
"2214" 7 "walking" "fBodyGyroMeanY" 54
"2215" 7 "walking" "fBodyGyroMeanZ" 55
"2216" 7 "walking" "fBodyGyroStdX" 56
"2217" 7 "walking" "fBodyGyroStdY" 57
"2218" 7 "walking" "fBodyGyroStdZ" 58
"2219" 7 "walking" "fBodyAccMagMean" 59
"2220" 7 "walking" "fBodyAccMagStd" 60
"2221" 7 "walkingUpstairs" "tBodyAccMeanX" 1
"2222" 7 "walkingUpstairs" "tBodyAccMeanY" 2
"2223" 7 "walkingUpstairs" "tBodyAccMeanZ" 3
"2224" 7 "walkingUpstairs" "tBodyAccStdX" 4
"2225" 7 "walkingUpstairs" "tBodyAccStdY" 5
"2226" 7 "walkingUpstairs" "tBodyAccStdZ" 6
"2227" 7 "walkingUpstairs" "tGravityAccMeanX" 7
"2228" 7 "walkingUpstairs" "tGravityAccMeanY" 8
"2229" 7 "walkingUpstairs" "tGravityAccMeanZ" 9
"2230" 7 "walkingUpstairs" "tGravityAccStdX" 10
"2231" 7 "walkingUpstairs" "tGravityAccStdY" 11
"2232" 7 "walkingUpstairs" "tGravityAccStdZ" 12
"2233" 7 "walkingUpstairs" "tBodyAccJerkMeanX" 13
"2234" 7 "walkingUpstairs" "tBodyAccJerkMeanY" 14
"2235" 7 "walkingUpstairs" "tBodyAccJerkMeanZ" 15
"2236" 7 "walkingUpstairs" "tBodyAccJerkStdX" 16
"2237" 7 "walkingUpstairs" "tBodyAccJerkStdY" 17
"2238" 7 "walkingUpstairs" "tBodyAccJerkStdZ" 18
"2239" 7 "walkingUpstairs" "tBodyGyroMeanX" 19
"2240" 7 "walkingUpstairs" "tBodyGyroMeanY" 20
"2241" 7 "walkingUpstairs" "tBodyGyroMeanZ" 21
"2242" 7 "walkingUpstairs" "tBodyGyroStdX" 22
"2243" 7 "walkingUpstairs" "tBodyGyroStdY" 23
"2244" 7 "walkingUpstairs" "tBodyGyroStdZ" 24
"2245" 7 "walkingUpstairs" "tBodyGyroJerkMeanX" 25
"2246" 7 "walkingUpstairs" "tBodyGyroJerkMeanY" 26
"2247" 7 "walkingUpstairs" "tBodyGyroJerkMeanZ" 27
"2248" 7 "walkingUpstairs" "tBodyGyroJerkStdX" 28
"2249" 7 "walkingUpstairs" "tBodyGyroJerkStdY" 29
"2250" 7 "walkingUpstairs" "tBodyGyroJerkStdZ" 30
"2251" 7 "walkingUpstairs" "tBodyAccMagMean" 31
"2252" 7 "walkingUpstairs" "tBodyAccMagStd" 32
"2253" 7 "walkingUpstairs" "tGravityAccMagMean" 33
"2254" 7 "walkingUpstairs" "tGravityAccMagStd" 34
"2255" 7 "walkingUpstairs" "tBodyAccJerkMagMean" 35
"2256" 7 "walkingUpstairs" "tBodyAccJerkMagStd" 36
"2257" 7 "walkingUpstairs" "tBodyGyroMagMean" 37
"2258" 7 "walkingUpstairs" "tBodyGyroMagStd" 38
"2259" 7 "walkingUpstairs" "tBodyGyroJerkMagMean" 39
"2260" 7 "walkingUpstairs" "tBodyGyroJerkMagStd" 40
"2261" 7 "walkingUpstairs" "fBodyAccMeanX" 41
"2262" 7 "walkingUpstairs" "fBodyAccMeanY" 42
"2263" 7 "walkingUpstairs" "fBodyAccMeanZ" 43
"2264" 7 "walkingUpstairs" "fBodyAccStdX" 44
"2265" 7 "walkingUpstairs" "fBodyAccStdY" 45
"2266" 7 "walkingUpstairs" "fBodyAccStdZ" 46
"2267" 7 "walkingUpstairs" "fBodyAccJerkMeanX" 47
"2268" 7 "walkingUpstairs" "fBodyAccJerkMeanY" 48
"2269" 7 "walkingUpstairs" "fBodyAccJerkMeanZ" 49
"2270" 7 "walkingUpstairs" "fBodyAccJerkStdX" 50
"2271" 7 "walkingUpstairs" "fBodyAccJerkStdY" 51
"2272" 7 "walkingUpstairs" "fBodyAccJerkStdZ" 52
"2273" 7 "walkingUpstairs" "fBodyGyroMeanX" 53
"2274" 7 "walkingUpstairs" "fBodyGyroMeanY" 54
"2275" 7 "walkingUpstairs" "fBodyGyroMeanZ" 55
"2276" 7 "walkingUpstairs" "fBodyGyroStdX" 56
"2277" 7 "walkingUpstairs" "fBodyGyroStdY" 57
"2278" 7 "walkingUpstairs" "fBodyGyroStdZ" 58
"2279" 7 "walkingUpstairs" "fBodyAccMagMean" 59
"2280" 7 "walkingUpstairs" "fBodyAccMagStd" 60
"2281" 7 "walkingDownstairs" "tBodyAccMeanX" 1
"2282" 7 "walkingDownstairs" "tBodyAccMeanY" 2
"2283" 7 "walkingDownstairs" "tBodyAccMeanZ" 3
"2284" 7 "walkingDownstairs" "tBodyAccStdX" 4
"2285" 7 "walkingDownstairs" "tBodyAccStdY" 5
"2286" 7 "walkingDownstairs" "tBodyAccStdZ" 6
"2287" 7 "walkingDownstairs" "tGravityAccMeanX" 7
"2288" 7 "walkingDownstairs" "tGravityAccMeanY" 8
"2289" 7 "walkingDownstairs" "tGravityAccMeanZ" 9
"2290" 7 "walkingDownstairs" "tGravityAccStdX" 10
"2291" 7 "walkingDownstairs" "tGravityAccStdY" 11
"2292" 7 "walkingDownstairs" "tGravityAccStdZ" 12
"2293" 7 "walkingDownstairs" "tBodyAccJerkMeanX" 13
"2294" 7 "walkingDownstairs" "tBodyAccJerkMeanY" 14
"2295" 7 "walkingDownstairs" "tBodyAccJerkMeanZ" 15
"2296" 7 "walkingDownstairs" "tBodyAccJerkStdX" 16
"2297" 7 "walkingDownstairs" "tBodyAccJerkStdY" 17
"2298" 7 "walkingDownstairs" "tBodyAccJerkStdZ" 18
"2299" 7 "walkingDownstairs" "tBodyGyroMeanX" 19
"2300" 7 "walkingDownstairs" "tBodyGyroMeanY" 20
"2301" 7 "walkingDownstairs" "tBodyGyroMeanZ" 21
"2302" 7 "walkingDownstairs" "tBodyGyroStdX" 22
"2303" 7 "walkingDownstairs" "tBodyGyroStdY" 23
"2304" 7 "walkingDownstairs" "tBodyGyroStdZ" 24
"2305" 7 "walkingDownstairs" "tBodyGyroJerkMeanX" 25
"2306" 7 "walkingDownstairs" "tBodyGyroJerkMeanY" 26
"2307" 7 "walkingDownstairs" "tBodyGyroJerkMeanZ" 27
"2308" 7 "walkingDownstairs" "tBodyGyroJerkStdX" 28
"2309" 7 "walkingDownstairs" "tBodyGyroJerkStdY" 29
"2310" 7 "walkingDownstairs" "tBodyGyroJerkStdZ" 30
"2311" 7 "walkingDownstairs" "tBodyAccMagMean" 31
"2312" 7 "walkingDownstairs" "tBodyAccMagStd" 32
"2313" 7 "walkingDownstairs" "tGravityAccMagMean" 33
"2314" 7 "walkingDownstairs" "tGravityAccMagStd" 34
"2315" 7 "walkingDownstairs" "tBodyAccJerkMagMean" 35
"2316" 7 "walkingDownstairs" "tBodyAccJerkMagStd" 36
"2317" 7 "walkingDownstairs" "tBodyGyroMagMean" 37
"2318" 7 "walkingDownstairs" "tBodyGyroMagStd" 38
"2319" 7 "walkingDownstairs" "tBodyGyroJerkMagMean" 39
"2320" 7 "walkingDownstairs" "tBodyGyroJerkMagStd" 40
"2321" 7 "walkingDownstairs" "fBodyAccMeanX" 41
"2322" 7 "walkingDownstairs" "fBodyAccMeanY" 42
"2323" 7 "walkingDownstairs" "fBodyAccMeanZ" 43
"2324" 7 "walkingDownstairs" "fBodyAccStdX" 44
"2325" 7 "walkingDownstairs" "fBodyAccStdY" 45
"2326" 7 "walkingDownstairs" "fBodyAccStdZ" 46
"2327" 7 "walkingDownstairs" "fBodyAccJerkMeanX" 47
"2328" 7 "walkingDownstairs" "fBodyAccJerkMeanY" 48
"2329" 7 "walkingDownstairs" "fBodyAccJerkMeanZ" 49
"2330" 7 "walkingDownstairs" "fBodyAccJerkStdX" 50
"2331" 7 "walkingDownstairs" "fBodyAccJerkStdY" 51
"2332" 7 "walkingDownstairs" "fBodyAccJerkStdZ" 52
"2333" 7 "walkingDownstairs" "fBodyGyroMeanX" 53
"2334" 7 "walkingDownstairs" "fBodyGyroMeanY" 54
"2335" 7 "walkingDownstairs" "fBodyGyroMeanZ" 55
"2336" 7 "walkingDownstairs" "fBodyGyroStdX" 56
"2337" 7 "walkingDownstairs" "fBodyGyroStdY" 57
"2338" 7 "walkingDownstairs" "fBodyGyroStdZ" 58
"2339" 7 "walkingDownstairs" "fBodyAccMagMean" 59
"2340" 7 "walkingDownstairs" "fBodyAccMagStd" 60
"2341" 7 "sitting" "tBodyAccMeanX" 1
"2342" 7 "sitting" "tBodyAccMeanY" 2
"2343" 7 "sitting" "tBodyAccMeanZ" 3
"2344" 7 "sitting" "tBodyAccStdX" 4
"2345" 7 "sitting" "tBodyAccStdY" 5
"2346" 7 "sitting" "tBodyAccStdZ" 6
"2347" 7 "sitting" "tGravityAccMeanX" 7
"2348" 7 "sitting" "tGravityAccMeanY" 8
"2349" 7 "sitting" "tGravityAccMeanZ" 9
"2350" 7 "sitting" "tGravityAccStdX" 10
"2351" 7 "sitting" "tGravityAccStdY" 11
"2352" 7 "sitting" "tGravityAccStdZ" 12
"2353" 7 "sitting" "tBodyAccJerkMeanX" 13
"2354" 7 "sitting" "tBodyAccJerkMeanY" 14
"2355" 7 "sitting" "tBodyAccJerkMeanZ" 15
"2356" 7 "sitting" "tBodyAccJerkStdX" 16
"2357" 7 "sitting" "tBodyAccJerkStdY" 17
"2358" 7 "sitting" "tBodyAccJerkStdZ" 18
"2359" 7 "sitting" "tBodyGyroMeanX" 19
"2360" 7 "sitting" "tBodyGyroMeanY" 20
"2361" 7 "sitting" "tBodyGyroMeanZ" 21
"2362" 7 "sitting" "tBodyGyroStdX" 22
"2363" 7 "sitting" "tBodyGyroStdY" 23
"2364" 7 "sitting" "tBodyGyroStdZ" 24
"2365" 7 "sitting" "tBodyGyroJerkMeanX" 25
"2366" 7 "sitting" "tBodyGyroJerkMeanY" 26
"2367" 7 "sitting" "tBodyGyroJerkMeanZ" 27
"2368" 7 "sitting" "tBodyGyroJerkStdX" 28
"2369" 7 "sitting" "tBodyGyroJerkStdY" 29
"2370" 7 "sitting" "tBodyGyroJerkStdZ" 30
"2371" 7 "sitting" "tBodyAccMagMean" 31
"2372" 7 "sitting" "tBodyAccMagStd" 32
"2373" 7 "sitting" "tGravityAccMagMean" 33
"2374" 7 "sitting" "tGravityAccMagStd" 34
"2375" 7 "sitting" "tBodyAccJerkMagMean" 35
"2376" 7 "sitting" "tBodyAccJerkMagStd" 36
"2377" 7 "sitting" "tBodyGyroMagMean" 37
"2378" 7 "sitting" "tBodyGyroMagStd" 38
"2379" 7 "sitting" "tBodyGyroJerkMagMean" 39
"2380" 7 "sitting" "tBodyGyroJerkMagStd" 40
"2381" 7 "sitting" "fBodyAccMeanX" 41
"2382" 7 "sitting" "fBodyAccMeanY" 42
"2383" 7 "sitting" "fBodyAccMeanZ" 43
"2384" 7 "sitting" "fBodyAccStdX" 44
"2385" 7 "sitting" "fBodyAccStdY" 45
"2386" 7 "sitting" "fBodyAccStdZ" 46
"2387" 7 "sitting" "fBodyAccJerkMeanX" 47
"2388" 7 "sitting" "fBodyAccJerkMeanY" 48
"2389" 7 "sitting" "fBodyAccJerkMeanZ" 49
"2390" 7 "sitting" "fBodyAccJerkStdX" 50
"2391" 7 "sitting" "fBodyAccJerkStdY" 51
"2392" 7 "sitting" "fBodyAccJerkStdZ" 52
"2393" 7 "sitting" "fBodyGyroMeanX" 53
"2394" 7 "sitting" "fBodyGyroMeanY" 54
"2395" 7 "sitting" "fBodyGyroMeanZ" 55
"2396" 7 "sitting" "fBodyGyroStdX" 56
"2397" 7 "sitting" "fBodyGyroStdY" 57
"2398" 7 "sitting" "fBodyGyroStdZ" 58
"2399" 7 "sitting" "fBodyAccMagMean" 59
"2400" 7 "sitting" "fBodyAccMagStd" 60
"2401" 7 "standing" "tBodyAccMeanX" 1
"2402" 7 "standing" "tBodyAccMeanY" 2
"2403" 7 "standing" "tBodyAccMeanZ" 3
"2404" 7 "standing" "tBodyAccStdX" 4
"2405" 7 "standing" "tBodyAccStdY" 5
"2406" 7 "standing" "tBodyAccStdZ" 6
"2407" 7 "standing" "tGravityAccMeanX" 7
"2408" 7 "standing" "tGravityAccMeanY" 8
"2409" 7 "standing" "tGravityAccMeanZ" 9
"2410" 7 "standing" "tGravityAccStdX" 10
"2411" 7 "standing" "tGravityAccStdY" 11
"2412" 7 "standing" "tGravityAccStdZ" 12
"2413" 7 "standing" "tBodyAccJerkMeanX" 13
"2414" 7 "standing" "tBodyAccJerkMeanY" 14
"2415" 7 "standing" "tBodyAccJerkMeanZ" 15
"2416" 7 "standing" "tBodyAccJerkStdX" 16
"2417" 7 "standing" "tBodyAccJerkStdY" 17
"2418" 7 "standing" "tBodyAccJerkStdZ" 18
"2419" 7 "standing" "tBodyGyroMeanX" 19
"2420" 7 "standing" "tBodyGyroMeanY" 20
"2421" 7 "standing" "tBodyGyroMeanZ" 21
"2422" 7 "standing" "tBodyGyroStdX" 22
"2423" 7 "standing" "tBodyGyroStdY" 23
"2424" 7 "standing" "tBodyGyroStdZ" 24
"2425" 7 "standing" "tBodyGyroJerkMeanX" 25
"2426" 7 "standing" "tBodyGyroJerkMeanY" 26
"2427" 7 "standing" "tBodyGyroJerkMeanZ" 27
"2428" 7 "standing" "tBodyGyroJerkStdX" 28
"2429" 7 "standing" "tBodyGyroJerkStdY" 29
"2430" 7 "standing" "tBodyGyroJerkStdZ" 30
"2431" 7 "standing" "tBodyAccMagMean" 31
"2432" 7 "standing" "tBodyAccMagStd" 32
"2433" 7 "standing" "tGravityAccMagMean" 33
"2434" 7 "standing" "tGravityAccMagStd" 34
"2435" 7 "standing" "tBodyAccJerkMagMean" 35
"2436" 7 "standing" "tBodyAccJerkMagStd" 36
"2437" 7 "standing" "tBodyGyroMagMean" 37
"2438" 7 "standing" "tBodyGyroMagStd" 38
"2439" 7 "standing" "tBodyGyroJerkMagMean" 39
"2440" 7 "standing" "tBodyGyroJerkMagStd" 40
"2441" 7 "standing" "fBodyAccMeanX" 41
"2442" 7 "standing" "fBodyAccMeanY" 42
"2443" 7 "standing" "fBodyAccMeanZ" 43
"2444" 7 "standing" "fBodyAccStdX" 44
"2445" 7 "standing" "fBodyAccStdY" 45
"2446" 7 "standing" "fBodyAccStdZ" 46
"2447" 7 "standing" "fBodyAccJerkMeanX" 47
"2448" 7 "standing" "fBodyAccJerkMeanY" 48
"2449" 7 "standing" "fBodyAccJerkMeanZ" 49
"2450" 7 "standing" "fBodyAccJerkStdX" 50
"2451" 7 "standing" "fBodyAccJerkStdY" 51
"2452" 7 "standing" "fBodyAccJerkStdZ" 52
"2453" 7 "standing" "fBodyGyroMeanX" 53
"2454" 7 "standing" "fBodyGyroMeanY" 54
"2455" 7 "standing" "fBodyGyroMeanZ" 55
"2456" 7 "standing" "fBodyGyroStdX" 56
"2457" 7 "standing" "fBodyGyroStdY" 57
"2458" 7 "standing" "fBodyGyroStdZ" 58
"2459" 7 "standing" "fBodyAccMagMean" 59
"2460" 7 "standing" "fBodyAccMagStd" 60
"2461" 7 "laying" "tBodyAccMeanX" 1
"2462" 7 "laying" "tBodyAccMeanY" 2
"2463" 7 "laying" "tBodyAccMeanZ" 3
"2464" 7 "laying" "tBodyAccStdX" 4
"2465" 7 "laying" "tBodyAccStdY" 5
"2466" 7 "laying" "tBodyAccStdZ" 6
"2467" 7 "laying" "tGravityAccMeanX" 7
"2468" 7 "laying" "tGravityAccMeanY" 8
"2469" 7 "laying" "tGravityAccMeanZ" 9
"2470" 7 "laying" "tGravityAccStdX" 10
"2471" 7 "laying" "tGravityAccStdY" 11
"2472" 7 "laying" "tGravityAccStdZ" 12
"2473" 7 "laying" "tBodyAccJerkMeanX" 13
"2474" 7 "laying" "tBodyAccJerkMeanY" 14
"2475" 7 "laying" "tBodyAccJerkMeanZ" 15
"2476" 7 "laying" "tBodyAccJerkStdX" 16
"2477" 7 "laying" "tBodyAccJerkStdY" 17
"2478" 7 "laying" "tBodyAccJerkStdZ" 18
"2479" 7 "laying" "tBodyGyroMeanX" 19
"2480" 7 "laying" "tBodyGyroMeanY" 20
"2481" 7 "laying" "tBodyGyroMeanZ" 21
"2482" 7 "laying" "tBodyGyroStdX" 22
"2483" 7 "laying" "tBodyGyroStdY" 23
"2484" 7 "laying" "tBodyGyroStdZ" 24
"2485" 7 "laying" "tBodyGyroJerkMeanX" 25
"2486" 7 "laying" "tBodyGyroJerkMeanY" 26
"2487" 7 "laying" "tBodyGyroJerkMeanZ" 27
"2488" 7 "laying" "tBodyGyroJerkStdX" 28
"2489" 7 "laying" "tBodyGyroJerkStdY" 29
"2490" 7 "laying" "tBodyGyroJerkStdZ" 30
"2491" 7 "laying" "tBodyAccMagMean" 31
"2492" 7 "laying" "tBodyAccMagStd" 32
"2493" 7 "laying" "tGravityAccMagMean" 33
"2494" 7 "laying" "tGravityAccMagStd" 34
"2495" 7 "laying" "tBodyAccJerkMagMean" 35
"2496" 7 "laying" "tBodyAccJerkMagStd" 36
"2497" 7 "laying" "tBodyGyroMagMean" 37
"2498" 7 "laying" "tBodyGyroMagStd" 38
"2499" 7 "laying" "tBodyGyroJerkMagMean" 39
"2500" 7 "laying" "tBodyGyroJerkMagStd" 40
"2501" 7 "laying" "fBodyAccMeanX" 41
"2502" 7 "laying" "fBodyAccMeanY" 42
"2503" 7 "laying" "fBodyAccMeanZ" 43
"2504" 7 "laying" "fBodyAccStdX" 44
"2505" 7 "laying" "fBodyAccStdY" 45
"2506" 7 "laying" "fBodyAccStdZ" 46
"2507" 7 "laying" "fBodyAccJerkMeanX" 47
"2508" 7 "laying" "fBodyAccJerkMeanY" 48
"2509" 7 "laying" "fBodyAccJerkMeanZ" 49
"2510" 7 "laying" "fBodyAccJerkStdX" 50
"2511" 7 "laying" "fBodyAccJerkStdY" 51
"2512" 7 "laying" "fBodyAccJerkStdZ" 52
"2513" 7 "laying" "fBodyGyroMeanX" 53
"2514" 7 "laying" "fBodyGyroMeanY" 54
"2515" 7 "laying" "fBodyGyroMeanZ" 55
"2516" 7 "laying" "fBodyGyroStdX" 56
"2517" 7 "laying" "fBodyGyroStdY" 57
"2518" 7 "laying" "fBodyGyroStdZ" 58
"2519" 7 "laying" "fBodyAccMagMean" 59
"2520" 7 "laying" "fBodyAccMagStd" 60
"2521" 8 "walking" "tBodyAccMeanX" 1
"2522" 8 "walking" "tBodyAccMeanY" 2
"2523" 8 "walking" "tBodyAccMeanZ" 3
"2524" 8 "walking" "tBodyAccStdX" 4
"2525" 8 "walking" "tBodyAccStdY" 5
"2526" 8 "walking" "tBodyAccStdZ" 6
"2527" 8 "walking" "tGravityAccMeanX" 7
"2528" 8 "walking" "tGravityAccMeanY" 8
"2529" 8 "walking" "tGravityAccMeanZ" 9
"2530" 8 "walking" "tGravityAccStdX" 10
"2531" 8 "walking" "tGravityAccStdY" 11
"2532" 8 "walking" "tGravityAccStdZ" 12
"2533" 8 "walking" "tBodyAccJerkMeanX" 13
"2534" 8 "walking" "tBodyAccJerkMeanY" 14
"2535" 8 "walking" "tBodyAccJerkMeanZ" 15
"2536" 8 "walking" "tBodyAccJerkStdX" 16
"2537" 8 "walking" "tBodyAccJerkStdY" 17
"2538" 8 "walking" "tBodyAccJerkStdZ" 18
"2539" 8 "walking" "tBodyGyroMeanX" 19
"2540" 8 "walking" "tBodyGyroMeanY" 20
"2541" 8 "walking" "tBodyGyroMeanZ" 21
"2542" 8 "walking" "tBodyGyroStdX" 22
"2543" 8 "walking" "tBodyGyroStdY" 23
"2544" 8 "walking" "tBodyGyroStdZ" 24
"2545" 8 "walking" "tBodyGyroJerkMeanX" 25
"2546" 8 "walking" "tBodyGyroJerkMeanY" 26
"2547" 8 "walking" "tBodyGyroJerkMeanZ" 27
"2548" 8 "walking" "tBodyGyroJerkStdX" 28
"2549" 8 "walking" "tBodyGyroJerkStdY" 29
"2550" 8 "walking" "tBodyGyroJerkStdZ" 30
"2551" 8 "walking" "tBodyAccMagMean" 31
"2552" 8 "walking" "tBodyAccMagStd" 32
"2553" 8 "walking" "tGravityAccMagMean" 33
"2554" 8 "walking" "tGravityAccMagStd" 34
"2555" 8 "walking" "tBodyAccJerkMagMean" 35
"2556" 8 "walking" "tBodyAccJerkMagStd" 36
"2557" 8 "walking" "tBodyGyroMagMean" 37
"2558" 8 "walking" "tBodyGyroMagStd" 38
"2559" 8 "walking" "tBodyGyroJerkMagMean" 39
"2560" 8 "walking" "tBodyGyroJerkMagStd" 40
"2561" 8 "walking" "fBodyAccMeanX" 41
"2562" 8 "walking" "fBodyAccMeanY" 42
"2563" 8 "walking" "fBodyAccMeanZ" 43
"2564" 8 "walking" "fBodyAccStdX" 44
"2565" 8 "walking" "fBodyAccStdY" 45
"2566" 8 "walking" "fBodyAccStdZ" 46
"2567" 8 "walking" "fBodyAccJerkMeanX" 47
"2568" 8 "walking" "fBodyAccJerkMeanY" 48
"2569" 8 "walking" "fBodyAccJerkMeanZ" 49
"2570" 8 "walking" "fBodyAccJerkStdX" 50
"2571" 8 "walking" "fBodyAccJerkStdY" 51
"2572" 8 "walking" "fBodyAccJerkStdZ" 52
"2573" 8 "walking" "fBodyGyroMeanX" 53
"2574" 8 "walking" "fBodyGyroMeanY" 54
"2575" 8 "walking" "fBodyGyroMeanZ" 55
"2576" 8 "walking" "fBodyGyroStdX" 56
"2577" 8 "walking" "fBodyGyroStdY" 57
"2578" 8 "walking" "fBodyGyroStdZ" 58
"2579" 8 "walking" "fBodyAccMagMean" 59
"2580" 8 "walking" "fBodyAccMagStd" 60
"2581" 8 "walkingUpstairs" "tBodyAccMeanX" 1
"2582" 8 "walkingUpstairs" "tBodyAccMeanY" 2
"2583" 8 "walkingUpstairs" "tBodyAccMeanZ" 3
"2584" 8 "walkingUpstairs" "tBodyAccStdX" 4
"2585" 8 "walkingUpstairs" "tBodyAccStdY" 5
"2586" 8 "walkingUpstairs" "tBodyAccStdZ" 6
"2587" 8 "walkingUpstairs" "tGravityAccMeanX" 7
"2588" 8 "walkingUpstairs" "tGravityAccMeanY" 8
"2589" 8 "walkingUpstairs" "tGravityAccMeanZ" 9
"2590" 8 "walkingUpstairs" "tGravityAccStdX" 10
"2591" 8 "walkingUpstairs" "tGravityAccStdY" 11
"2592" 8 "walkingUpstairs" "tGravityAccStdZ" 12
"2593" 8 "walkingUpstairs" "tBodyAccJerkMeanX" 13
"2594" 8 "walkingUpstairs" "tBodyAccJerkMeanY" 14
"2595" 8 "walkingUpstairs" "tBodyAccJerkMeanZ" 15
"2596" 8 "walkingUpstairs" "tBodyAccJerkStdX" 16
"2597" 8 "walkingUpstairs" "tBodyAccJerkStdY" 17
"2598" 8 "walkingUpstairs" "tBodyAccJerkStdZ" 18
"2599" 8 "walkingUpstairs" "tBodyGyroMeanX" 19
"2600" 8 "walkingUpstairs" "tBodyGyroMeanY" 20
"2601" 8 "walkingUpstairs" "tBodyGyroMeanZ" 21
"2602" 8 "walkingUpstairs" "tBodyGyroStdX" 22
"2603" 8 "walkingUpstairs" "tBodyGyroStdY" 23
"2604" 8 "walkingUpstairs" "tBodyGyroStdZ" 24
"2605" 8 "walkingUpstairs" "tBodyGyroJerkMeanX" 25
"2606" 8 "walkingUpstairs" "tBodyGyroJerkMeanY" 26
"2607" 8 "walkingUpstairs" "tBodyGyroJerkMeanZ" 27
"2608" 8 "walkingUpstairs" "tBodyGyroJerkStdX" 28
"2609" 8 "walkingUpstairs" "tBodyGyroJerkStdY" 29
"2610" 8 "walkingUpstairs" "tBodyGyroJerkStdZ" 30
"2611" 8 "walkingUpstairs" "tBodyAccMagMean" 31
"2612" 8 "walkingUpstairs" "tBodyAccMagStd" 32
"2613" 8 "walkingUpstairs" "tGravityAccMagMean" 33
"2614" 8 "walkingUpstairs" "tGravityAccMagStd" 34
"2615" 8 "walkingUpstairs" "tBodyAccJerkMagMean" 35
"2616" 8 "walkingUpstairs" "tBodyAccJerkMagStd" 36
"2617" 8 "walkingUpstairs" "tBodyGyroMagMean" 37
"2618" 8 "walkingUpstairs" "tBodyGyroMagStd" 38
"2619" 8 "walkingUpstairs" "tBodyGyroJerkMagMean" 39
"2620" 8 "walkingUpstairs" "tBodyGyroJerkMagStd" 40
"2621" 8 "walkingUpstairs" "fBodyAccMeanX" 41
"2622" 8 "walkingUpstairs" "fBodyAccMeanY" 42
"2623" 8 "walkingUpstairs" "fBodyAccMeanZ" 43
"2624" 8 "walkingUpstairs" "fBodyAccStdX" 44
"2625" 8 "walkingUpstairs" "fBodyAccStdY" 45
"2626" 8 "walkingUpstairs" "fBodyAccStdZ" 46
"2627" 8 "walkingUpstairs" "fBodyAccJerkMeanX" 47
"2628" 8 "walkingUpstairs" "fBodyAccJerkMeanY" 48
"2629" 8 "walkingUpstairs" "fBodyAccJerkMeanZ" 49
"2630" 8 "walkingUpstairs" "fBodyAccJerkStdX" 50
"2631" 8 "walkingUpstairs" "fBodyAccJerkStdY" 51
"2632" 8 "walkingUpstairs" "fBodyAccJerkStdZ" 52
"2633" 8 "walkingUpstairs" "fBodyGyroMeanX" 53
"2634" 8 "walkingUpstairs" "fBodyGyroMeanY" 54
"2635" 8 "walkingUpstairs" "fBodyGyroMeanZ" 55
"2636" 8 "walkingUpstairs" "fBodyGyroStdX" 56
"2637" 8 "walkingUpstairs" "fBodyGyroStdY" 57
"2638" 8 "walkingUpstairs" "fBodyGyroStdZ" 58
"2639" 8 "walkingUpstairs" "fBodyAccMagMean" 59
"2640" 8 "walkingUpstairs" "fBodyAccMagStd" 60
"2641" 8 "walkingDownstairs" "tBodyAccMeanX" 1
"2642" 8 "walkingDownstairs" "tBodyAccMeanY" 2
"2643" 8 "walkingDownstairs" "tBodyAccMeanZ" 3
"2644" 8 "walkingDownstairs" "tBodyAccStdX" 4
"2645" 8 "walkingDownstairs" "tBodyAccStdY" 5
"2646" 8 "walkingDownstairs" "tBodyAccStdZ" 6
"2647" 8 "walkingDownstairs" "tGravityAccMeanX" 7
"2648" 8 "walkingDownstairs" "tGravityAccMeanY" 8
"2649" 8 "walkingDownstairs" "tGravityAccMeanZ" 9
